0.8,11.84,14441.3,0.0,0.0,0.0
1.29,19.15,14402.6,0.0,0.0,0.0
1.79,26.46,14363.8,0.18,2.75,10.4
2.28,33.77,14325.1,0.66,9.96,29.5
2.78,41.08,14286.4,1.15,17.14,41.7
3.27,48.39,14247.7,1.63,24.27,50.2
3.76,55.7,14209.0,2.11,31.37,56.3
4.26,63.01,14170.2,2.59,38.42,61.0
4.75,70.32,14131.5,3.07,45.44,64.6
5.24,77.62,14092.8,3.55,52.42,67.5
5.74,84.93,14054.1,4.03,59.35,69.9
6.23,92.24,14015.4,4.51,66.25,71.8
6.73,99.55,13976.6,5.0,73.11,73.4
7.22,106.86,13937.9,5.48,79.94,74.8
7.71,114.17,13899.2,5.96,86.72,76.0
8.21,121.48,13860.5,6.44,93.46,76.9
8.7,128.79,13821.8,6.92,100.17,77.8
9.2,136.1,13783.0,7.4,106.83,78.5
9.69,143.41,13744.3,7.88,113.46,79.1
10.18,150.72,13705.6,8.36,120.05,79.6
10.68,158.03,13666.9,8.85,126.59,80.1
11.17,165.34,13628.2,9.33,133.1,80.5
11.67,172.65,13589.4,9.81,139.57,80.8
12.16,179.96,13550.7,10.29,146.0,81.1
12.65,187.27,13512.0,10.77,152.4,81.4
13.15,194.57,13473.3,11.25,158.75,81.6
13.64,201.88,13434.6,11.73,165.06,81.8
14.13,209.19,13395.8,12.21,171.34,81.9
14.63,216.5,13357.1,12.7,177.58,82.0
15.12,223.81,13318.4,13.18,183.77,82.1
15.62,231.12,13279.7,13.66,189.93,82.2
16.11,238.43,13241.0,14.14,196.05,82.2
16.6,245.74,13202.2,14.62,202.13,82.3
17.1,253.05,13163.5,15.1,208.17,82.3
17.59,260.36,13124.8,15.58,214.17,82.3
18.09,267.67,13086.1,16.06,220.14,82.2
18.58,274.98,13047.4,16.55,226.06,82.2
19.07,282.29,13008.6,17.03,231.94,82.2
19.57,289.6,12969.9,17.51,237.79,82.1
20.06,296.91,12931.2,17.99,243.6,82.0
20.56,304.22,12892.5,18.47,249.37,82.0
21.05,311.52,12853.8,18.95,255.09,81.9
21.54,318.83,12815.0,19.43,260.78,81.8
22.04,326.14,12776.3,19.91,266.43,81.7
22.53,333.45,12737.6,20.4,272.05,81.6
23.02,340.76,12698.9,20.88,277.62,81.5
23.52,348.07,12660.2,21.36,283.15,81.3
24.01,355.38,12621.4,21.84,288.65,81.2
24.51,362.69,12582.7,22.32,294.1,81.1
25.0,370.0,12544.0,22.8,299.52,81.0
