0.6,6.66,10831.0,0.0,0.0,0.0
1.1,12.19,10791.9,0.0,0.0,0.0
1.6,17.71,10752.9,0.39,4.34,24.5
2.09,23.24,10713.8,0.87,9.77,42.0
2.59,28.77,10674.8,1.36,15.16,52.7
3.09,34.3,10635.8,1.84,20.51,59.8
3.59,39.82,10596.7,2.33,25.82,64.8
4.09,45.35,10557.7,2.81,31.09,68.5
4.58,50.88,10518.6,3.3,36.32,71.4
5.08,56.41,10479.6,3.78,41.51,73.6
5.58,61.93,10440.6,4.27,46.66,75.3
6.08,67.46,10401.5,4.75,51.77,76.7
6.58,72.99,10362.5,5.24,56.84,77.9
7.07,78.52,10323.4,5.72,61.87,78.8
7.57,84.04,10284.4,6.21,66.86,79.6
8.07,89.57,10245.4,6.69,71.82,80.2
8.57,95.1,10206.3,7.18,76.73,80.7
9.07,100.62,10167.3,7.66,81.6,81.1
9.56,106.15,10128.2,8.15,86.43,81.4
10.06,111.68,10089.2,8.63,91.23,81.7
10.56,117.21,10050.2,9.12,95.98,81.9
11.06,122.73,10011.1,9.6,100.69,82.0
11.56,128.26,9972.1,10.09,105.37,82.2
12.05,133.79,9933.0,10.58,110.0,82.2
12.55,139.32,9894.0,11.06,114.6,82.3
13.05,144.84,9855.0,11.55,119.15,82.3
13.55,150.37,9815.9,12.03,123.67,82.2
14.04,155.9,9776.9,12.52,128.15,82.2
14.54,161.43,9737.8,13.0,132.58,82.1
15.04,166.95,9698.8,13.49,136.98,82.0
15.54,172.48,9659.8,13.97,141.34,81.9
16.04,178.01,9620.7,14.46,145.65,81.8
16.53,183.54,9581.7,14.94,149.93,81.7
17.03,189.06,9542.6,15.43,154.17,81.5
17.53,194.59,9503.6,15.91,158.37,81.4
18.03,200.12,9464.6,16.4,162.53,81.2
18.53,205.64,9425.5,16.88,166.64,81.0
19.02,211.17,9386.5,17.37,170.72,80.8
19.52,216.7,9347.4,17.85,174.76,80.6
20.02,222.23,9308.4,18.34,178.76,80.4
20.52,227.75,9269.4,18.82,182.72,80.2
21.02,233.28,9230.3,19.31,186.64,80.0
21.51,238.81,9191.3,19.79,190.52,79.8
22.01,244.34,9152.2,20.28,194.37,79.5
22.51,249.86,9113.2,20.77,198.17,79.3
23.01,255.39,9074.2,21.25,201.93,79.1
23.51,260.92,9035.1,21.74,205.65,78.8
24.0,266.45,8996.1,22.22,209.33,78.6
24.5,271.97,8957.0,22.71,212.98,78.3
25.0,277.5,8918.0,23.19,216.58,78.0
