0.33,2.47,10304.0,0.0,0.0,0.0
0.73,5.44,10236.6,0.05,0.5,9.1
1.14,8.41,10169.1,0.32,3.41,40.6
1.54,11.38,10101.7,0.59,6.28,55.2
1.94,14.35,10034.3,0.87,9.12,63.6
2.34,17.32,9966.9,1.14,11.91,68.8
2.74,20.29,9899.4,1.42,14.67,72.3
3.14,23.26,9832.0,1.69,17.39,74.8
3.54,26.23,9764.6,1.96,20.07,76.5
3.95,29.2,9697.1,2.24,22.71,77.8
4.35,32.17,9629.7,2.51,25.31,78.7
4.75,35.14,9562.3,2.78,27.88,79.3
5.15,38.11,9494.9,3.06,30.4,79.8
5.55,41.08,9427.4,3.33,32.89,80.1
5.95,44.05,9360.0,3.61,35.34,80.2
6.35,47.02,9292.6,3.88,37.75,80.3
6.76,49.99,9225.1,4.15,40.12,80.3
7.16,52.96,9157.7,4.43,42.45,80.2
7.56,55.93,9090.3,4.7,44.74,80.0
7.96,58.9,9022.9,4.97,47.0,79.8
8.36,61.87,8955.4,5.25,49.22,79.5
8.76,64.84,8888.0,5.52,51.39,79.3
9.16,67.81,8820.6,5.8,53.53,78.9
9.56,70.78,8753.1,6.07,55.63,78.6
9.97,73.75,8685.7,6.34,57.69,78.2
10.37,76.72,8618.3,6.62,59.72,77.8
10.77,79.69,8550.9,6.89,61.7,77.4
11.17,82.66,8483.4,7.16,63.65,77.0
11.57,85.63,8416.0,7.44,65.55,76.6
11.97,88.6,8348.6,7.71,67.42,76.1
12.37,91.57,8281.1,7.99,69.25,75.6
12.78,94.54,8213.7,8.26,71.04,75.1
13.18,97.51,8146.3,8.53,72.79,74.7
13.58,100.48,8078.9,8.81,74.51,74.2
13.98,103.45,8011.4,9.08,76.18,73.6
14.38,106.42,7944.0,9.35,77.82,73.1
14.78,109.39,7876.6,9.63,79.42,72.6
15.18,112.36,7809.1,9.9,80.98,72.1
15.59,115.33,7741.7,10.18,82.5,71.5
15.99,118.3,7674.3,10.45,83.98,71.0
16.39,121.27,7606.9,10.72,85.42,70.4
16.79,124.24,7539.4,11.0,86.82,69.9
17.19,127.21,7472.0,11.27,88.19,69.3
17.59,130.18,7404.6,11.54,89.52,68.8
17.99,133.15,7337.1,11.82,90.81,68.2
18.39,136.12,7269.7,12.09,92.05,67.6
18.8,139.09,7202.3,12.37,93.27,67.1
19.2,142.06,7134.9,12.64,94.44,66.5
19.6,145.03,7067.4,12.91,95.57,65.9
20.0,148.0,7000.0,13.19,96.67,65.3
