0.5,5.55,15456.0,0.0,0.0,0.0
0.9,9.97,15389.1,0.0,0.0,0.0
1.3,14.38,15322.3,0.2,3.24,22.5
1.69,18.8,15255.4,0.47,7.56,40.2
2.09,23.22,15188.6,0.74,11.85,51.0
2.49,27.64,15121.7,1.02,16.09,58.2
2.89,32.05,15054.9,1.29,20.3,63.3
3.29,36.47,14988.0,1.56,24.47,67.1
3.68,40.89,14921.1,1.83,28.6,70.0
4.08,45.31,14854.3,2.1,32.7,72.2
4.48,49.72,14787.4,2.37,36.75,73.9
4.88,54.14,14720.6,2.64,40.77,75.3
5.28,58.56,14653.7,2.92,44.75,76.4
5.67,62.98,14586.9,3.19,48.69,77.3
6.07,67.39,14520.0,3.46,52.6,78.0
6.47,71.81,14453.1,3.73,56.46,78.6
6.87,76.23,14386.3,4.0,60.29,79.1
7.27,80.64,14319.4,4.27,64.08,79.5
7.66,85.06,14252.6,4.54,67.83,79.7
8.06,89.48,14185.7,4.82,71.55,80.0
8.46,93.9,14118.9,5.09,75.23,80.1
8.86,98.31,14052.0,5.36,78.86,80.2
9.26,102.73,13985.1,5.63,82.46,80.3
9.65,107.15,13918.3,5.9,86.03,80.3
10.05,111.57,13851.4,6.17,89.55,80.3
10.45,115.98,13784.6,6.45,93.04,80.2
10.85,120.4,13717.7,6.72,96.48,80.1
11.24,124.82,13650.9,6.99,99.89,80.0
11.64,129.24,13584.0,7.26,103.27,79.9
12.04,133.65,13517.1,7.53,106.6,79.8
12.44,138.07,13450.3,7.8,109.9,79.6
12.84,142.49,13383.4,8.07,113.15,79.4
13.23,146.91,13316.6,8.35,116.37,79.2
13.63,151.32,13249.7,8.62,119.56,79.0
14.03,155.74,13182.9,8.89,122.7,78.8
14.43,160.16,13116.0,9.16,125.81,78.6
14.83,164.57,13049.1,9.43,128.87,78.3
15.22,168.99,12982.3,9.7,131.9,78.1
15.62,173.41,12915.4,9.97,134.9,77.8
16.02,177.83,12848.6,10.25,137.85,77.5
16.42,182.24,12781.7,10.52,140.77,77.2
16.82,186.66,12714.9,10.79,143.64,77.0
17.21,191.08,12648.0,11.06,146.48,76.7
17.61,195.5,12581.1,11.33,149.29,76.4
18.01,199.91,12514.3,11.6,152.05,76.1
18.41,204.33,12447.4,11.87,154.78,75.7
18.81,208.75,12380.6,12.15,157.46,75.4
19.2,213.17,12313.7,12.42,160.11,75.1
19.6,217.58,12246.9,12.69,162.73,74.8
20.0,222.0,12180.0,12.96,165.3,74.5
