0.65,7.22,11035.0,0.0,0.0,0.0
1.09,12.05,10991.4,0.0,0.0,0.0
1.52,16.89,10947.9,0.21,2.42,14.4
1.96,21.72,10904.3,0.63,7.17,33.0
2.39,26.56,10860.7,1.04,11.87,44.7
2.83,31.4,10817.1,1.46,16.53,52.7
3.26,36.23,10773.6,1.88,21.16,58.4
3.7,41.07,10730.0,2.29,25.75,62.7
4.14,45.91,10686.4,2.71,30.3,66.0
4.57,50.74,10642.9,3.12,34.82,68.6
5.01,55.58,10599.3,3.54,39.29,70.7
5.44,60.42,10555.7,3.96,43.73,72.4
5.88,65.25,10512.1,4.37,48.13,73.8
6.31,70.09,10468.6,4.79,52.49,74.9
6.75,74.92,10425.0,5.2,56.82,75.8
7.19,79.76,10381.4,5.62,61.1,76.6
7.62,84.6,10337.9,6.04,65.35,77.2
8.06,89.43,10294.3,6.45,69.56,77.8
8.49,94.27,10250.7,6.87,73.73,78.2
8.93,99.11,10207.1,7.28,77.87,78.6
9.36,103.94,10163.6,7.7,81.96,78.9
9.8,108.78,10120.0,8.12,86.02,79.1
10.24,113.62,10076.4,8.53,90.04,79.2
10.67,118.45,10032.9,8.95,94.02,79.4
11.11,123.29,9989.3,9.37,97.97,79.5
11.54,128.13,9945.7,9.78,101.87,79.5
11.98,132.96,9902.1,10.2,105.74,79.5
12.41,137.8,9858.6,10.61,109.57,79.5
12.85,142.64,9815.0,11.03,113.36,79.5
13.29,147.47,9771.4,11.45,117.12,79.4
13.72,152.31,9727.9,11.86,120.83,79.3
14.16,157.14,9684.3,12.28,124.51,79.2
14.59,161.98,9640.7,12.69,128.15,79.1
15.03,166.82,9597.1,13.11,131.76,79.0
15.46,171.65,9553.6,13.53,135.32,78.8
15.9,176.49,9510.0,13.94,138.85,78.7
16.34,181.33,9466.4,14.36,142.33,78.5
16.77,186.16,9422.9,14.77,145.79,78.3
17.21,191.0,9379.3,15.19,149.2,78.1
17.64,195.84,9335.7,15.61,152.57,77.9
18.08,200.67,9292.1,16.02,155.91,77.7
18.51,205.51,9248.6,16.44,159.21,77.5
18.95,210.34,9205.0,16.85,162.47,77.2
19.39,215.18,9161.4,17.27,165.69,77.0
19.82,220.02,9117.9,17.69,168.88,76.8
20.26,224.85,9074.3,18.1,172.02,76.5
20.69,229.69,9030.7,18.52,175.13,76.2
21.13,234.53,8987.1,18.93,178.2,76.0
21.56,239.36,8943.6,19.35,181.24,75.7
22.0,244.2,8900.0,19.77,184.23,75.4
