1.25,23.12,14740.0,0.0,0.0,0.0
1.94,35.87,14706.9,0.0,0.0,0.0
2.63,48.61,14673.9,0.15,2.34,4.8
3.32,61.35,14640.8,0.97,14.94,24.4
4.01,74.09,14607.8,1.8,27.48,37.1
4.69,86.84,14574.7,2.62,39.97,46.0
5.38,99.58,14541.6,3.44,52.4,52.6
6.07,112.32,14508.6,4.26,64.77,57.7
6.76,125.06,14475.5,5.09,77.09,61.6
7.45,137.81,14442.4,5.91,89.34,64.8
8.14,150.55,14409.4,6.73,101.55,67.5
8.83,163.29,14376.3,7.55,113.69,69.6
9.52,176.03,14343.3,8.37,125.78,71.5
10.2,188.78,14310.2,9.2,137.81,73.0
10.89,201.52,14277.1,10.02,149.78,74.3
11.58,214.26,14244.1,10.84,161.7,75.5
12.27,227.0,14211.0,11.66,173.56,76.5
12.96,239.74,14178.0,12.48,185.36,77.3
13.65,252.49,14144.9,13.31,197.11,78.1
14.34,265.23,14111.8,14.13,208.8,78.7
15.03,277.97,14078.8,14.95,220.43,79.3
15.71,290.71,14045.7,15.77,232.01,79.8
16.4,303.46,14012.7,16.6,243.52,80.2
17.09,316.2,13979.6,17.42,254.98,80.6
17.78,328.94,13946.5,18.24,266.39,81.0
18.47,341.68,13913.5,19.06,277.74,81.3
19.16,354.43,13880.4,19.88,289.03,81.5
19.85,367.17,13847.3,20.71,300.26,81.8
20.54,379.91,13814.3,21.53,311.44,82.0
21.22,392.65,13781.2,22.35,322.56,82.1
21.91,405.4,13748.2,23.17,333.62,82.3
22.6,418.14,13715.1,24.0,344.63,82.4
23.29,430.88,13682.0,24.82,355.58,82.5
23.98,443.62,13649.0,25.64,366.47,82.6
24.67,456.36,13615.9,26.46,377.3,82.7
25.36,469.11,13582.9,27.28,388.08,82.7
26.05,481.85,13549.8,28.11,398.8,82.8
26.73,494.59,13516.7,28.93,409.47,82.8
27.42,507.33,13483.7,29.75,420.07,82.8
28.11,520.08,13450.6,30.57,430.63,82.8
28.8,532.82,13417.6,31.39,441.12,82.8
29.49,545.56,13384.5,32.22,451.56,82.8
30.18,558.3,13351.4,33.04,461.94,82.7
30.87,571.05,13318.4,33.86,472.26,82.7
31.56,583.79,13285.3,34.68,482.52,82.7
32.24,596.53,13252.2,35.51,492.73,82.6
32.93,609.27,13219.2,36.33,502.89,82.5
33.62,622.02,13186.1,37.15,512.98,82.5
34.31,634.76,13153.1,37.97,523.02,82.4
35.0,647.5,13120.0,38.79,533.0,82.3
